id,type,description,status
48288589,ping,FR Ping measurement to 185.136.96.1,Stopped
48288591,ping,Ping test from Australia to 43.152.54.100,Stopped
48288740,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48288741,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48288742,ping,HK Ping measurement to 45.83.248.1,Stopped
48288743,ping,Active geolocation of 47.215.195.132/32,Stopped
48288745,ping,IR Ping measurement to 185.136.96.1,Stopped
48288746,ping,Ping test from India to 43.132.86.2,Stopped
48288747,ping,Ping test from India to 43.152.54.100,Stopped
48288835,ping,SG Ping measurement to 45.83.248.1,Stopped
48288864,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48288892,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48288901,ping,ZA Ping measurement to 185.136.96.1,Stopped
48288902,ping,sydney,Stopped
48288903,ping,Ping test from Nepal to 43.132.86.2,Stopped
48288905,ping,Ping test from Nepal to 43.152.54.100,Stopped
48288906,ping,Active geolocation of 47.215.196.188/32,Stopped
48288907,ping,AU Ping measurement to 45.83.248.1,Stopped
48288910,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48288912,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48288914,ping,IN Ping measurement to 185.136.96.1,Stopped
48289061,ping,RU Ping measurement to 45.83.248.1,Stopped
48289063,ping,NL Ping measurement to 185.136.96.1,Stopped
48289153,ping,GB Ping measurement to 45.83.248.1,Stopped
48289155,ping,Active geolocation of 47.215.197.129/32,Stopped
48289156,ping,DE Ping measurement to 185.136.96.1,Stopped
48289158,ping,IT Ping measurement to 45.83.248.1,Stopped
48289169,ping,FI Ping measurement to 185.136.96.1,Stopped
48289175,ping,Active geolocation of 47.215.198.17/32,Stopped
48289176,ping,CH Ping measurement to 45.83.248.1,Stopped
48289178,ping,IP Geolocation - 46.8.183.197,Stopped
48289179,ping,Active geolocation of 112.196.21.27/32,Stopped
48289180,ping,TR Ping measurement to 185.136.96.1,Stopped
48289331,ping,SE Ping measurement to 45.83.248.1,Stopped
48289332,ping,ES Ping measurement to 185.136.96.1,Stopped
48289349,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48289352,ping,UA Ping measurement to 45.83.248.1,Stopped
48289355,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48289447,ping,RO Ping measurement to 185.136.96.1,Stopped
48289457,ping,Active geolocation of 47.215.199.172/32,Stopped
48289515,ping,Ping test from Turkey to 43.132.86.2,Stopped
48289518,ping,Ping test from Turkey to 43.152.54.100,Stopped
48289530,ping,FR Ping measurement to 45.83.248.1,Stopped
48289537,ping,Ping test from Argentina to 43.132.86.2,Stopped
48289540,ping,Ping test from Argentina to 43.152.54.100,Stopped
48289545,ping,TW Ping measurement to 185.136.96.1,Stopped
48289711,ping,Ping test from Brazil to 43.132.86.2,Stopped
48289713,ping,Ping test from Brazil to 43.152.54.100,Stopped
48289718,ping,Active geolocation of 47.215.20.71/32,Stopped
48289721,ping,IR Ping measurement to 45.83.248.1,Stopped
48289735,ping,JP Ping measurement to 185.136.96.1,Stopped
48289736,ping,Ping test from Chile to 43.132.86.2,Stopped
48289739,ping,Ping test from Chile to 43.152.54.100,Stopped
48289753,ping,Ping test from Colombia to 43.132.86.2,Stopped
48289758,ping,Ping test from Colombia to 43.152.54.100,Stopped
48289764,ping,ZA Ping measurement to 45.83.248.1,Stopped
48289897,ping,PL Ping measurement to 185.136.96.1,Stopped
48289899,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48289900,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48289902,ping,Active geolocation of 47.215.206.200/32,Stopped
48289904,ping,IN Ping measurement to 45.83.248.1,Stopped
48289906,ping,NO Ping measurement to 185.136.96.1,Stopped
48290051,ping,NL Ping measurement to 45.83.248.1,Stopped
48290064,ping,Active geolocation of 47.215.216.242/32,Stopped
48290153,ping,DE Ping measurement to 45.83.248.1,Stopped
48290215,ping,IP Geolocation - 24.50.118.93,Stopped
48290216,ping,johannesburg,Stopped
48290219,ping,FI Ping measurement to 45.83.248.1,Stopped
48290233,ping,IP Geolocation - 5.161.102.148,Stopped
48290269,ping,IP Geolocation - 1.32.35.2,Stopped
48290274,ping,Active geolocation of 47.215.217.227/32,Stopped
48290275,ping,Active geolocation of 112.199.240.164/32,Stopped
48290276,ping,TR Ping measurement to 45.83.248.1,Stopped
48290278,ping,IP Geolocation - 1.32.35.2,Stopped
48290315,ping,ES Ping measurement to 45.83.248.1,Stopped
48290317,ping,london,Stopped
48290318,ping,IP Geolocation - 1.32.35.2,Stopped
48290321,ping,Active geolocation of 47.215.218.4/32,Stopped
48290322,ping,RO Ping measurement to 45.83.248.1,Stopped
48290474,ping,TW Ping measurement to 45.83.248.1,Stopped
48290500,ping,Active geolocation of 47.215.219.189/32,Stopped
48290631,ping,JP Ping measurement to 45.83.248.1,Stopped
48290632,ping,IP Geolocation - 23.250.7.10,Stopped
48290635,ping,PL Ping measurement to 45.83.248.1,Stopped
48290762,ping,Active geolocation of 47.215.219.94/32,Stopped
48290785,ping,Active geolocation of 112.199.47.218/32,Stopped
48290787,ping,NO Ping measurement to 45.83.248.1,Stopped
48290939,ping,Active geolocation of 47.215.220.168/32,Stopped
48291094,ping,Active geolocation of 47.215.221.151/32,Stopped
48291095,ping,From script for latency checks for Monitoring,Stopped
48291324,ping,Active geolocation of 47.215.222.117/32,Stopped
48291348,ping,Ping test from Germany to 43.132.86.2,Stopped
48291349,ping,Ping test from Germany to 43.152.54.100,Stopped
48291352,ping,Ping test from Spain to 43.132.86.2,Stopped
48291353,ping,Ping test from Spain to 43.152.54.100,Stopped
48291370,ping,Ping test from France to 43.132.86.2,Stopped
48291371,ping,Ping test from France to 43.152.54.100,Stopped
48291372,ping,Active geolocation of 112.199.95.199/32,Stopped
48291373,ping,Active geolocation of 47.215.222.27/32,Stopped
48291374,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48291376,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48291380,ping,Ping test from Greece to 43.132.86.2,Stopped
48291382,ping,Ping test from Greece to 43.152.54.100,Stopped
48291530,ping,johannesburg,Stopped
48291531,ping,Ping test from Ireland to 43.132.86.2,Stopped
48291532,ping,Ping test from Ireland to 43.152.54.100,Stopped
48291535,ping,Ping test from Italy to 43.132.86.2,Stopped
48291536,ping,Active geolocation of 47.215.224.105/32,Stopped
48291537,ping,Ping test from Italy to 43.152.54.100,Stopped
48291686,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48291691,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48291694,ping,Ping test from Poland to 43.132.86.2,Stopped
48291696,ping,Ping test from Poland to 43.152.54.100,Stopped
48291698,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48291701,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48291824,ping,Active geolocation of 47.215.224.57/32,Stopped
48291853,ping,Ping test from Sweden to 43.132.86.2,Stopped
48291854,ping,Ping test from Sweden to 43.152.54.100,Stopped
48291856,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48291857,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48292004,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48292005,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48292006,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48292008,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48292009,ping,Active geolocation of 47.215.225.17/32,Stopped
48292012,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48292014,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48292162,ping,Ping test from Iraq to 43.132.86.2,Stopped
48292163,ping,Ping test from Iraq to 43.152.54.100,Stopped
48292173,ping,Active geolocation of 47.215.226.204/32,Stopped
48292174,ping,Ping test from Iran to 43.132.86.2,Stopped
48292175,ping,Ping test from Iran to 43.152.54.100,Stopped
48292321,ping,Ping test from Jordan to 43.132.86.2,Stopped
48292329,ping,Ping test from Jordan to 43.152.54.100,Stopped
48292333,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48292335,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48292338,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48292340,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48292342,ping,Active geolocation of 47.215.227.198/32,Stopped
48292349,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48292352,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48292378,ping,Ping test from Morocco to 43.132.86.2,Stopped
48292381,ping,Ping test from Morocco to 43.152.54.100,Stopped
48292419,ping,Ping test from Oman to 43.132.86.2,Stopped
48292422,ping,Ping test from Oman to 43.152.54.100,Stopped
48292429,ping,Ping test from Qatar to 43.132.86.2,Stopped
48292431,ping,Ping test from Qatar to 43.152.54.100,Stopped
48292432,ping,Active geolocation of 47.215.228.254/32,Stopped
48292433,ping,Active geolocation of 112.206.66.29/32,Stopped
48292593,ping,Active geolocation of 47.215.229.18/32,Stopped
48292748,ping,cape_town,Stopped
48292897,ping,Active geolocation of 47.215.229.93/32,Stopped
48293051,ping,amsterdam,Stopped
48293068,ping,Ping test from Peru to 43.132.86.2,Stopped
48293070,ping,Ping test from Peru to 43.152.54.100,Stopped
48293072,ping,Active geolocation of 47.215.230.56/32,Stopped
48293091,ping,Ping test from United States of America to 43.132.86.2,Stopped
48293103,ping,Ping test from United States of America to 43.152.54.100,Stopped
48293258,ping,Ping test from Canada to 43.132.86.2,Stopped
48293260,ping,Ping test from Canada to 43.152.54.100,Stopped
48293280,ping,Ping test from Mexico to 43.132.86.2,Stopped
48293283,ping,Ping test from Mexico to 43.152.54.100,Stopped
48293291,ping,Active geolocation of 47.215.231.185/32,Stopped
48293444,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48293445,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48293447,ping,Ping test from Laos to 43.132.86.2,Stopped
48293448,ping,Ping test from Laos to 43.152.54.100,Stopped
48293452,ping,Ping test from Thailand to 43.132.86.2,Stopped
48293458,ping,Ping test from Thailand to 43.152.54.100,Stopped
48293538,ping,Active geolocation of 112.211.2.150/32,Stopped
48293539,ping,Active geolocation of 47.215.232.183/32,Stopped
48293540,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48293542,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48293546,ping,IP Geolocation - 209.145.60.20,Stopped
48293547,ping,Ping test from Singapore to 43.132.86.2,Stopped
48293548,ping,Ping test from Singapore to 43.152.54.100,Stopped
48293564,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48293565,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48293566,ping,IP Geolocation - 209.145.60.20,Stopped
48293568,ping,Ping test from Philippines to 43.132.86.2,Stopped
48293569,ping,Ping test from Philippines to 43.152.54.100,Stopped
48293570,ping,Active geolocation of 47.215.233.137/32,Stopped
48293572,ping,ATLAS Self-test N8,Stopped
48293575,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48293588,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48293724,ping,Ping test from Japan to 43.132.86.2,Stopped
48293725,ping,Ping test from Japan to 43.152.54.100,Stopped
48293727,ping,Ping test from South Korea to 43.132.86.2,Stopped
48293728,ping,Ping test from South Korea to 43.152.54.100,Stopped
48293731,ping,Active geolocation of 47.215.233.68/32,Stopped
48293878,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48293880,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48293886,ping,Ping test from HongKong to 43.132.86.2,Stopped
48293887,ping,Ping test from HongKong to 43.152.54.100,Stopped
48293903,ping,Ping test from Kenya to 43.152.54.100,Stopped
48293938,ping,Ping test from Kenya to 43.132.86.2,Stopped
48293946,ping,Active geolocation of 47.215.234.39/32,Stopped
48294003,ping,From script for latency checks for Monitoring,Stopped
48294008,ping,From script for latency checks for Monitoring,Stopped
48294051,ping,Ping test from South Africa to 43.132.86.2,Stopped
48294052,ping,Ping test from South Africa to 43.152.54.100,Stopped
48294054,ping,Ping test from Australia to 43.132.86.2,Stopped
48294055,ping,Ping test from Australia to 43.152.54.100,Stopped
48294196,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48294198,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48294202,ping,Active geolocation of 47.215.235.27/32,Stopped
48294204,ping,Ping test from India to 43.132.86.2,Stopped
48294205,ping,Active geolocation of 112.220.24.131/32,Stopped
48294206,ping,Ping test from India to 43.152.54.100,Stopped
48294220,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48294249,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48294359,ping,cape_town,Stopped
48294360,ping,Ping test from Nepal to 43.132.86.2,Stopped
48294361,ping,Ping test from Nepal to 43.152.54.100,Stopped
48294363,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48294364,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48294365,ping,Active geolocation of 47.215.236.4/32,Stopped
48294366,ping,Active geolocation of 112.2.20.242/32,Stopped
48294578,ping,Active geolocation of 47.215.237.83/32,Stopped
48294617,ping,Active geolocation of 112.226.120.206/32,Stopped
48294618,ping,Active geolocation of 47.215.239.141/32,Stopped
48294779,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48294780,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48294783,ping,Active geolocation of 47.215.240.119/32,Stopped
48294786,ping,Active geolocation of 112.25.247.250/32,Stopped
48294872,ping,Ping test from Turkey to 43.132.86.2,Stopped
48294923,ping,Ping test from Turkey to 43.152.54.100,Stopped
48294939,ping,Ping test from Argentina to 43.132.86.2,Stopped
48294940,ping,Ping test from Argentina to 43.152.54.100,Stopped
48295044,ping,Ping test from Brazil to 43.132.86.2,Stopped
48295070,ping,Ping test from Brazil to 43.152.54.100,Stopped
48295090,ping,Active geolocation of 47.215.240.39/32,Stopped
48295091,ping,Ping test from Chile to 43.132.86.2,Stopped
48295092,ping,Ping test from Chile to 43.152.54.100,Stopped
48295094,ping,Ping test from Colombia to 43.132.86.2,Stopped
48295096,ping,Ping test from Colombia to 43.152.54.100,Stopped
48295246,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48295247,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48295248,ping,From script for latency checks for Monitoring,Stopped
48295250,ping,Active geolocation of 89.249.73.170/32,Stopped
48295251,ping,Active geolocation of 47.215.241.23/32,Stopped
48295405,ping,Active geolocation of 47.215.242.208/32,Stopped
48295645,ping,Active geolocation of 47.215.243.11/32,Stopped
48295672,ping,paris,Stopped
48295684,ping,Ping measurement to ec2-35-153-0-3.compute-1.amazonaws.com,Stopped
48295692,ping,Active geolocation of 112.26.23.137/32,Stopped
48295693,ping,Active geolocation of 47.215.244.121/32,Stopped
48295847,ping,Active geolocation of 47.215.245.250/32,Stopped
48296000,ping,IP Geolocation - 116.203.211.139,Stopped
48296005,ping,Active geolocation of 112.27.136.124/32,Stopped
48296146,ping,Active geolocation of 47.215.26.127/32,Stopped
48296299,ping,Active geolocation of 112.27.72.154/32,Stopped
48296300,ping,Active geolocation of 47.215.69.6/32,Stopped
48296452,ping,Active geolocation of 47.215.72.63/32,Stopped
48296616,ping,From script for latency checks for Monitoring,Stopped
48296618,ping,From script for latency checks for Monitoring,Stopped
48296675,ping,Active geolocation of 47.215.74.139/32,Stopped
48296676,ping,Ping test from Germany to 43.132.86.2,Stopped
48296679,ping,Ping test from Germany to 43.152.54.100,Stopped
48296708,ping,Ping test from Spain to 43.132.86.2,Stopped
48296710,ping,Ping test from Spain to 43.152.54.100,Stopped
48296745,ping,Ping test from France to 43.132.86.2,Stopped
48296752,ping,Ping test from France to 43.152.54.100,Stopped
48296763,ping,Active geolocation of 47.215.75.206/32,Stopped
48296764,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48296765,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48296767,ping,Ping test from Greece to 43.132.86.2,Stopped
48296769,ping,Ping test from Greece to 43.152.54.100,Stopped
48296915,ping,Ping test from Ireland to 43.132.86.2,Stopped
48296918,ping,Ping test from Ireland to 43.152.54.100,Stopped
48296922,ping,Ping test from Italy to 43.132.86.2,Stopped
48296923,ping,Ping test from Italy to 43.152.54.100,Stopped
48296924,ping,Ping measurement to miran.ru,Stopped
