id,type,description,status
48277778,ping,BG Ping measurement to 185.136.96.1,Stopped
48277780,ping,Ping test from United States of America to 43.132.86.2,Stopped
48277781,ping,Ping test from United States of America to 43.152.54.100,Stopped
48277832,ping,Ping test from Canada to 43.132.86.2,Stopped
48277869,ping,Ping test from Canada to 43.152.54.100,Stopped
48277931,ping,HK Ping measurement to 185.136.96.1,Stopped
48277932,ping,IP Geolocation - 185.242.86.251,Stopped
48277933,ping,Active geolocation of 47.214.243.12/32,Stopped
48277934,ping,Ping test from Mexico to 43.132.86.2,Stopped
48277935,ping,Ping test from Mexico to 43.152.54.100,Stopped
48277937,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48277938,ping,SG Ping measurement to 185.136.96.1,Stopped
48277939,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48277940,ping,IP Geolocation - 185.242.86.251,Stopped
48278091,ping,Ping test from Laos to 43.132.86.2,Stopped
48278092,ping,Ping test from Laos to 43.152.54.100,Stopped
48278094,ping,AU Ping measurement to 185.136.96.1,Stopped
48278095,ping,Ping test from Thailand to 43.132.86.2,Stopped
48278096,ping,Active geolocation of 47.214.245.245/32,Stopped
48278097,ping,Active geolocation of 111.44.138.135/32,Stopped
48278098,ping,Ping test from Thailand to 43.152.54.100,Stopped
48278099,ping,IP Geolocation - 185.242.86.251,Stopped
48278134,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48278169,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48278216,ping,RU Ping measurement to 185.136.96.1,Stopped
48278217,ping,Ping test from Singapore to 43.132.86.2,Stopped
48278218,ping,Ping test from Singapore to 43.152.54.100,Stopped
48278220,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48278222,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48278223,ping,GB Ping measurement to 185.136.96.1,Stopped
48278362,ping,Active geolocation of 47.214.25.182/32,Stopped
48278374,ping,Ping test from Philippines to 43.132.86.2,Stopped
48278375,ping,Ping test from Philippines to 43.152.54.100,Stopped
48278376,ping,Ping measurement to ec2-3-20-0-0.us-east-2.compute.amazonaws.com,Stopped
48278378,ping,IT Ping measurement to 185.136.96.1,Stopped
48278379,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48278380,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48278447,ping,Ping test from Japan to 43.132.86.2,Stopped
48278469,ping,Ping test from Japan to 43.152.54.100,Stopped
48278470,ping,CH Ping measurement to 185.136.96.1,Stopped
48278473,ping,Active geolocation of 47.214.26.178/32,Stopped
48278475,ping,Ping test from South Korea to 43.132.86.2,Stopped
48278476,ping,Ping test from South Korea to 43.152.54.100,Stopped
48278478,ping,Ping measurement to ec2-3-20-178-14.us-east-2.compute.amazonaws.com,Stopped
48278479,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48278481,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48278484,ping,SE Ping measurement to 185.136.96.1,Stopped
48278498,ping,Ping test from HongKong to 43.132.86.2,Stopped
48278505,ping,US Ping measurement to 45.83.248.1,Stopped
48278507,ping,From script for latency checks for Monitoring,Stopped
48278508,ping,From script for latency checks for Monitoring,Stopped
48278510,ping,UA Ping measurement to 185.136.96.1,Stopped
48278511,ping,Active geolocation of 47.214.27.71/32,Stopped
48278512,ping,Active geolocation of 111.47.90.135/32,Stopped
48278513,ping,Ping test from Kenya to 43.132.86.2,Stopped
48278514,ping,Ping test from Kenya to 43.152.54.100,Stopped
48278638,ping,BG Ping measurement to 45.83.248.1,Stopped
48278650,ping,Ping test from South Africa to 43.132.86.2,Stopped
48278665,ping,Ping test from South Africa to 43.152.54.100,Stopped
48278668,ping,FR Ping measurement to 185.136.96.1,Stopped
48278670,ping,Ping test from Australia to 43.132.86.2,Stopped
48278671,ping,Ping test from Australia to 43.152.54.100,Stopped
48278672,ping,HK Ping measurement to 45.83.248.1,Stopped
48278687,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48278738,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48278745,ping,IR Ping measurement to 185.136.96.1,Stopped
48278828,ping,Active geolocation of 47.214.5.201/32,Stopped
48278830,ping,Ping test from India to 43.132.86.2,Stopped
48278831,ping,Ping test from India to 43.152.54.100,Stopped
48278832,ping,SG Ping measurement to 45.83.248.1,Stopped
48278834,ping,ZA Ping measurement to 185.136.96.1,Stopped
48278835,ping,sao_paulo,Stopped
48278836,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48278837,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48278991,ping,AU Ping measurement to 45.83.248.1,Stopped
48278992,ping,Ping test from Nepal to 43.132.86.2,Stopped
48278993,ping,Ping test from Nepal to 43.152.54.100,Stopped
48278994,ping,Active geolocation of 47.214.53.102/32,Stopped
48278995,ping,IP Geolocation - 178.172.136.151,Stopped
48278996,ping,IN Ping measurement to 185.136.96.1,Stopped
48278998,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48278999,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48279000,ping,RU Ping measurement to 45.83.248.1,Stopped
48279140,ping,NL Ping measurement to 185.136.96.1,Stopped
48279146,ping,IP Geolocation - 103.30.123.2,Stopped
48279148,ping,GB Ping measurement to 45.83.248.1,Stopped
48279149,ping,Active geolocation of 47.214.54.23/32,Stopped
48279150,ping,DE Ping measurement to 185.136.96.1,Stopped
48279301,ping,IT Ping measurement to 45.83.248.1,Stopped
48279302,ping,FI Ping measurement to 185.136.96.1,Stopped
48279304,ping,IP Geolocation - 65.109.166.202,Stopped
48279307,ping,CH Ping measurement to 45.83.248.1,Stopped
48279456,ping,Active geolocation of 47.214.6.133/32,Stopped
48279457,ping,Active geolocation of 111.50.82.29/32,Stopped
48279461,ping,TR Ping measurement to 185.136.96.1,Stopped
48279462,ping,IP Geolocation - 65.109.166.202,Stopped
48279464,ping,SE Ping measurement to 45.83.248.1,Stopped
48279465,ping,ES Ping measurement to 185.136.96.1,Stopped
48279522,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48279526,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48279531,ping,UA Ping measurement to 45.83.248.1,Stopped
48279535,ping,Active geolocation of 47.214.7.246/32,Stopped
48279540,ping,RO Ping measurement to 185.136.96.1,Stopped
48279541,ping,Ping test from HongKong to 43.132.86.2,Stopped
48279543,ping,Ping test from HongKong to 43.152.54.100,Stopped
48279554,ping,FR Ping measurement to 45.83.248.1,Stopped
48279555,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48279570,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48279584,ping,TW Ping measurement to 185.136.96.1,Stopped
48279585,ping,Ping test from Turkey to 43.132.86.2,Stopped
48279586,ping,Ping test from Turkey to 43.152.54.100,Stopped
48279589,ping,Active geolocation of 47.214.9.24/32,Stopped
48279590,ping,IR Ping measurement to 45.83.248.1,Stopped
48279591,ping,Ping test from Argentina to 43.132.86.2,Stopped
48279592,ping,Ping test from Argentina to 43.152.54.100,Stopped
48279596,ping,JP Ping measurement to 185.136.96.1,Stopped
48279744,ping,Ping test from Brazil to 43.132.86.2,Stopped
48279746,ping,Ping test from Brazil to 43.152.54.100,Stopped
48279747,ping,ZA Ping measurement to 45.83.248.1,Stopped
48279749,ping,PL Ping measurement to 185.136.96.1,Stopped
48279750,ping,Ping test from Chile to 43.132.86.2,Stopped
48279751,ping,Ping test from Chile to 43.152.54.100,Stopped
48279858,ping,Ping test from Colombia to 43.132.86.2,Stopped
48279865,ping,Active geolocation of 47.215.0.67/32,Stopped
48279869,ping,Active geolocation of 111.53.204.244/32,Stopped
48279879,ping,IN Ping measurement to 45.83.248.1,Stopped
48279901,ping,Ping test from Colombia to 43.152.54.100,Stopped
48279911,ping,NO Ping measurement to 185.136.96.1,Stopped
48279914,ping,NL Ping measurement to 45.83.248.1,Stopped
48280060,ping,Active geolocation of 47.215.10.7/32,Stopped
48280061,ping,DE Ping measurement to 45.83.248.1,Stopped
48280062,ping,IP Geolocation - 121.26.142.238,Stopped
48280068,ping,buenos_aires,Stopped
48280220,ping,FI Ping measurement to 45.83.248.1,Stopped
48280221,ping,IP Geolocation - 121.26.142.238,Stopped
48280224,ping,IP Geolocation - 121.26.142.238,Stopped
48280225,ping,Active geolocation of 47.215.108.4/32,Stopped
48280226,ping,Active geolocation of 111.57.0.198/32,Stopped
48280227,ping,TR Ping measurement to 45.83.248.1,Stopped
48280288,ping,IP Geolocation - 103.94.135.216,Stopped
48280305,ping,ES Ping measurement to 45.83.248.1,Stopped
48280395,ping,Active geolocation of 47.215.109.36/32,Stopped
48280487,ping,RO Ping measurement to 45.83.248.1,Stopped
48280530,ping,TW Ping measurement to 45.83.248.1,Stopped
48280623,ping,Active geolocation of 47.215.11.53/32,Stopped
48280626,ping,JP Ping measurement to 45.83.248.1,Stopped
48280627,ping,IP Geolocation - 93.234.88.62,Stopped
48280628,ping,IP Geolocation - 45.116.116.28,Stopped
48280645,ping,IP Geolocation - 169.63.118.98,Stopped
48280646,ping,PL Ping measurement to 45.83.248.1,Stopped
48280647,ping,IP Geolocation - 93.234.88.62,Stopped
48280648,ping,Active geolocation of 111.59.45.19/32,Stopped
48280650,ping,Active geolocation of 47.215.110.223/32,Stopped
48280654,ping,NO Ping measurement to 45.83.248.1,Stopped
48280759,ping,IP Geolocation - 93.234.88.62,Stopped
48280954,ping,Active geolocation of 47.215.111.140/32,Stopped
48280961,ping,IP Geolocation - 203.175.9.46,Stopped
48281117,ping,From script for latency checks for Monitoring,Stopped
48281118,ping,Active geolocation of 47.215.112.130/32,Stopped
48281275,ping,Active geolocation of 47.215.112.71/32,Stopped
48281276,ping,Ping test from Germany to 43.132.86.2,Stopped
48281277,ping,Ping test from Germany to 43.152.54.100,Stopped
48281351,ping,Ping test from Spain to 43.132.86.2,Stopped
48281366,ping,Ping test from Spain to 43.152.54.100,Stopped
48281376,ping,Ping test from France to 43.132.86.2,Stopped
48281377,ping,Ping test from France to 43.152.54.100,Stopped
48281378,ping,Active geolocation of 111.59.48.28/32,Stopped
48281379,ping,Active geolocation of 47.215.113.59/32,Stopped
48281396,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48281424,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48281530,ping,Ping test from Greece to 43.132.86.2,Stopped
48281531,ping,Ping test from Greece to 43.152.54.100,Stopped
48281533,ping,buenos_aires,Stopped
48281534,ping,Ping test from Ireland to 43.132.86.2,Stopped
48281535,ping,Ping test from Ireland to 43.152.54.100,Stopped
48281596,ping,Ping test from Italy to 43.132.86.2,Stopped
48281598,ping,Ping test from Italy to 43.152.54.100,Stopped
48281599,ping,Active geolocation of 47.215.114.20/32,Stopped
48281601,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48281603,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48281609,ping,Ping test from Poland to 43.132.86.2,Stopped
48281617,ping,Ping test from Poland to 43.152.54.100,Stopped
48281642,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48281643,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48281645,ping,Active geolocation of 47.215.115.143/32,Stopped
48281646,ping,Ping test from Sweden to 43.132.86.2,Stopped
48281647,ping,Ping test from Sweden to 43.152.54.100,Stopped
48281797,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48281799,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48281801,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48281802,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48281806,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48281831,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48281943,ping,Active geolocation of 47.215.115.49/32,Stopped
48281959,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48281960,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48281962,ping,Ping test from Iraq to 43.132.86.2,Stopped
48281963,ping,Ping test from Iraq to 43.152.54.100,Stopped
48282117,ping,Ping test from Iran to 43.132.86.2,Stopped
48282119,ping,Ping test from Iran to 43.152.54.100,Stopped
48282121,ping,Active geolocation of 47.215.128.130/32,Stopped
48282123,ping,Ping test from Jordan to 43.132.86.2,Stopped
48282124,ping,Ping test from Jordan to 43.152.54.100,Stopped
48282129,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48282153,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48282277,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48282278,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48282280,ping,Active geolocation of 47.215.129.176/32,Stopped
48282281,ping,Active geolocation of 1.11.62.185/32,Stopped
48282282,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48282283,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48282409,ping,IP Geolocation - 187.135.56.71,Stopped
48282437,ping,Ping test from Morocco to 43.132.86.2,Stopped
48282438,ping,Ping test from Morocco to 43.152.54.100,Stopped
48282440,ping,Ping test from Oman to 43.132.86.2,Stopped
48282441,ping,Ping test from Oman to 43.152.54.100,Stopped
48282449,ping,Ping test from Qatar to 43.132.86.2,Stopped
48282459,ping,Active geolocation of 47.215.13.49/32,Stopped
48282485,ping,Ping test from Qatar to 43.152.54.100,Stopped
48282595,ping,IP Geolocation - 187.135.56.71,Stopped
48282684,ping,IP Geolocation - 187.135.56.71,Stopped
48282688,ping,Active geolocation of 47.215.131.1/32,Stopped
48282690,ping,IP Geolocation - 5.77.39.146,Stopped
48282691,ping,mexico_city,Stopped
48282707,ping,IP Geolocation - 5.77.39.146,Stopped
48282709,ping,Active geolocation of 47.215.132.164/32,Stopped
48282804,ping,IP Geolocation - 5.77.39.146,Stopped
48282876,ping,Ping test from Peru to 43.132.86.2,Stopped
48282879,ping,Ping test from Peru to 43.152.54.100,Stopped
48283022,ping,Active geolocation of 47.215.133.39/32,Stopped
48283039,ping,Ping test from United States of America to 43.132.86.2,Stopped
48283040,ping,Ping test from United States of America to 43.152.54.100,Stopped
48283042,ping,Ping test from Canada to 43.132.86.2,Stopped
48283043,ping,Ping test from Canada to 43.152.54.100,Stopped
48283186,ping,Ping test from Mexico to 43.132.86.2,Stopped
48283194,ping,Ping test from Mexico to 43.152.54.100,Stopped
48283199,ping,Active geolocation of 47.215.135.236/32,Stopped
48283200,ping,Active geolocation of 111.70.12.108/32,Stopped
48283201,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48283203,ping,IP Geolocation - 116.247.81.99,Stopped
48283204,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48283206,ping,Ping test from Laos to 43.132.86.2,Stopped
48283208,ping,Ping test from Laos to 43.152.54.100,Stopped
48283351,ping,Ping test from Thailand to 43.132.86.2,Stopped
48283352,ping,Ping test from Thailand to 43.152.54.100,Stopped
48283354,ping,Active geolocation of 47.215.137.16/32,Stopped
48283355,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48283356,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48283497,ping,Ping test from Singapore to 43.132.86.2,Stopped
48283508,ping,Ping test from Singapore to 43.152.54.100,Stopped
48283509,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48283511,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48283513,ping,Ping test from Philippines to 43.132.86.2,Stopped
48283515,ping,Ping test from Philippines to 43.152.54.100,Stopped
48283559,ping,Active geolocation of 111.74.8.12/32,Stopped
48283560,ping,Active geolocation of 47.215.139.14/32,Stopped
48283666,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48283668,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48283669,ping,ATLAS Self-test N8,Stopped
48283673,ping,Ping test from Japan to 43.132.86.2,Stopped
48283674,ping,Ping test from Japan to 43.152.54.100,Stopped
48283721,ping,Ping test from South Korea to 43.132.86.2,Stopped
48283726,ping,Ping test from South Korea to 43.152.54.100,Stopped
48283731,ping,Active geolocation of 47.215.14.188/32,Stopped
48283732,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48283734,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48283736,ping,Ping test from HongKong to 43.132.86.2,Stopped
48283738,ping,Ping test from HongKong to 43.152.54.100,Stopped
48283781,ping,Ping test from Kenya to 43.152.54.100,Stopped
48283785,ping,From script for latency checks for Monitoring,Stopped
48283786,ping,From script for latency checks for Monitoring,Stopped
48283798,ping,Active geolocation of 47.215.141.235/32,Stopped
48283803,ping,Ping test from South Africa to 43.132.86.2,Stopped
48283806,ping,Ping test from South Africa to 43.152.54.100,Stopped
48283974,ping,Ping test from Australia to 43.132.86.2,Stopped
48283976,ping,Ping test from Australia to 43.152.54.100,Stopped
48283997,ping,Ping test from Bangladesh to 43.132.86.2,Stopped
48283999,ping,Ping test from Bangladesh to 43.152.54.100,Stopped
48284040,ping,Ping test from India to 43.132.86.2,Stopped
48284094,ping,Ping test from India to 43.152.54.100,Stopped
48284142,ping,Active geolocation of 47.215.143.203/32,Stopped
48284161,ping,Ping test from Sri Lanka to 43.132.86.2,Stopped
48284162,ping,Ping test from Sri Lanka to 43.152.54.100,Stopped
48284164,ping,mexico_city,Stopped
48284165,ping,Ping test from Nepal to 43.132.86.2,Stopped
48284166,ping,Ping test from Nepal to 43.152.54.100,Stopped
48284314,ping,Ping test from Pakistan to 43.132.86.2,No suitable probes
48284315,ping,Ping test from Pakistan to 43.152.54.100,No suitable probes
48284316,ping,Active geolocation of 47.215.144.227/32,Stopped
48284318,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48284470,ping,Active geolocation of 47.215.147.53/32,Stopped
48284661,ping,Active geolocation of 47.215.15.105/32,Stopped
48284708,ping,Active geolocation of 1.119.135.42/32,Stopped
48284871,ping,Ping test from Kenya to 43.152.54.100,Stopped
48284872,ping,Ping test from Kenya to 43.132.86.2,Stopped
48284873,ping,Active geolocation of 112.103.160.1/32,Stopped
48284874,ping,Active geolocation of 47.215.152.47/32,Stopped
48284876,ping,Ping test from Saudi Arabia to 43.132.86.2,Stopped
48284877,ping,Ping test from Saudi Arabia to 43.152.54.100,Stopped
48284881,ping,Ping test from Turkey to 43.132.86.2,Stopped
48284884,ping,Ping test from Turkey to 43.152.54.100,Stopped
48284895,ping,Ping test from Argentina to 43.132.86.2,Stopped
48284896,ping,Ping test from Argentina to 43.152.54.100,Stopped
48284898,ping,Active geolocation of 47.215.157.175/32,Stopped
48284899,ping,Ping test from Brazil to 43.132.86.2,Stopped
48284900,ping,Ping test from Brazil to 43.152.54.100,Stopped
48285045,ping,Ping test from Chile to 43.132.86.2,Stopped
48285050,ping,Ping test from Chile to 43.152.54.100,Stopped
48285054,ping,Ping test from Colombia to 43.132.86.2,Stopped
48285055,ping,Ping test from Colombia to 43.152.54.100,Stopped
48285056,ping,From script for latency checks for Monitoring,Stopped
48285060,ping,Ping test from Ecuador to 43.132.86.2,Stopped
48285061,ping,Ping test from Ecuador to 43.152.54.100,Stopped
48285091,ping,Active geolocation of 47.215.17.134/32,Stopped
48285359,ping,Active geolocation of 47.215.17.69/32,Stopped
48285360,ping,Active geolocation of 112.104.52.138/32,Stopped
48285368,ping,istanbul,Stopped
48285514,ping,Active geolocation of 47.215.173.132/32,Stopped
48285678,ping,Active geolocation of 47.215.174.157/32,Stopped
48285816,ping,Ping measurement to ec2-35-153-0-3.compute-1.amazonaws.com,Stopped
48285877,ping,Active geolocation of 47.215.176.107/32,Stopped
48285909,ping,Ping measurement to miran.ru,Stopped
48285911,ping,Active geolocation of 112.121.223.254/32,Stopped
48285912,ping,Active geolocation of 47.215.176.237/32,Stopped
48286068,ping,Active geolocation of 47.215.177.249/32,Stopped
48286358,ping,Active geolocation of 47.215.178.32/32,Stopped
48286525,ping,From script for latency checks for Monitoring,Stopped
48286526,ping,From script for latency checks for Monitoring,Stopped
48286539,ping,Active geolocation of 47.215.179.67/32,Stopped
48286541,ping,Ping test from Germany to 43.132.86.2,Stopped
48286542,ping,Ping test from Germany to 43.152.54.100,Stopped
48286581,ping,Ping test from Spain to 43.132.86.2,Stopped
48286618,ping,Ping test from Spain to 43.152.54.100,Stopped
48286675,ping,Ping test from France to 43.132.86.2,Stopped
48286676,ping,Ping test from France to 43.152.54.100,Stopped
48286677,ping,Active geolocation of 47.215.18.211/32,Stopped
48286681,ping,Ping test from United Kingdom to 43.132.86.2,Stopped
48286682,ping,Ping test from United Kingdom to 43.152.54.100,Stopped
48286827,ping,Ping test from Greece to 43.132.86.2,Stopped
48286828,ping,Ping test from Greece to 43.152.54.100,Stopped
48286830,ping,istanbul,Stopped
48286831,ping,Ping test from Ireland to 43.132.86.2,Stopped
48286832,ping,Ping test from Ireland to 43.152.54.100,Stopped
48286899,ping,Ping test from Italy to 43.132.86.2,Stopped
48286911,ping,Ping test from Italy to 43.152.54.100,Stopped
48286912,ping,Active geolocation of 47.215.180.184/32,Stopped
48286914,ping,Active geolocation of 103.175.34.1/32,Stopped
48286915,ping,Active geolocation of 112.141.38.88/32,Stopped
48286926,ping,Ping test from Netherlands to 43.132.86.2,Stopped
48286927,ping,Ping test from Netherlands to 43.152.54.100,Stopped
48286930,ping,Ping test from Poland to 43.132.86.2,Stopped
48286932,ping,Ping test from Poland to 43.152.54.100,Stopped
48286939,ping,Ping test from Russian Federation to 43.132.86.2,Stopped
48286940,ping,Ping test from Russian Federation to 43.152.54.100,Stopped
48286941,ping,Ping test from Sweden to 43.132.86.2,Stopped
48286942,ping,Active geolocation of 47.215.181.161/32,Stopped
48286943,ping,Ping test from Sweden to 43.152.54.100,Stopped
48286944,ping,Ping test from Ukraine to 43.132.86.2,Stopped
48286945,ping,Ping test from Ukraine to 43.152.54.100,Stopped
48286946,ping,Ping test from United Arab Emirates to 43.132.86.2,Stopped
48286947,ping,Ping test from United Arab Emirates to 43.152.54.100,Stopped
48286948,ping,Ping test from Azerbaijan to 43.132.86.2,Stopped
48286949,ping,Ping test from Azerbaijan to 43.152.54.100,Stopped
48286950,ping,Active geolocation of 47.215.182.233/32,Stopped
48286951,ping,Ping test from Egypt to 43.132.86.2,No suitable probes
48286952,ping,Ping test from Egypt to 43.152.54.100,No suitable probes
48286953,ping,Ping test from Iraq to 43.132.86.2,Stopped
48286954,ping,Ping test from Iraq to 43.152.54.100,Stopped
48286970,ping,Ping test from Iran to 43.132.86.2,Stopped
48286972,ping,Ping test from Iran to 43.152.54.100,Stopped
48286980,ping,Active geolocation of 47.215.183.23/32,Stopped
48286981,ping,Active geolocation of 112.160.22.201/32,Stopped
48286992,ping,Ping test from Jordan to 43.132.86.2,Stopped
48286995,ping,Ping test from Jordan to 43.152.54.100,Stopped
48287012,ping,Ping test from Kyrgyzstan to 43.132.86.2,Stopped
48287015,ping,Ping test from Kyrgyzstan to 43.152.54.100,Stopped
48287034,ping,Ping test from Kuwait to 43.132.86.2,Stopped
48287035,ping,Ping test from Kuwait to 43.152.54.100,Stopped
48287036,ping,Active geolocation of 47.215.184.239/32,Stopped
48287037,ping,Ping test from Kazakhstan to 43.132.86.2,Stopped
48287038,ping,Ping test from Kazakhstan to 43.152.54.100,Stopped
48287039,ping,Ping test from Morocco to 43.132.86.2,Stopped
48287040,ping,Ping test from Morocco to 43.152.54.100,Stopped
48287041,ping,Ping test from Oman to 43.132.86.2,Stopped
48287042,ping,Ping test from Oman to 43.152.54.100,Stopped
48287044,ping,Ping test from Qatar to 43.132.86.2,Stopped
48287045,ping,Active geolocation of 47.215.186.217/32,Stopped
48287046,ping,Ping test from Qatar to 43.152.54.100,Stopped
48287198,ping,From script for latency checks for Monitoring,Stopped
48287201,ping,Active geolocation of 47.215.187.219/32,Stopped
48287353,ping,sydney,Stopped
48287508,ping,Active geolocation of 47.215.189.135/32,Stopped
48287660,ping,frankfurt,Stopped
48287662,ping,US Ping measurement to 185.136.96.1,Stopped
48287665,ping,Active geolocation of 47.215.19.114/32,Stopped
48287666,ping,Active geolocation of 112.170.161.133/32,Stopped
48287667,ping,Active geolocation of 195.201.25.153/32,Stopped
48287668,ping,Ping test from Peru to 43.132.86.2,Stopped
48287669,ping,Ping test from Peru to 43.152.54.100,Stopped
48287684,ping,Ping test from United States of America to 43.132.86.2,Stopped
48287689,ping,BG Ping measurement to 185.136.96.1,Stopped
48287714,ping,Ping test from United States of America to 43.152.54.100,Stopped
48287823,ping,Ping test from Canada to 43.132.86.2,Stopped
48287824,ping,Ping test from Canada to 43.152.54.100,Stopped
48287826,ping,HK Ping measurement to 185.136.96.1,Stopped
48287827,ping,Ping test from Mexico to 43.132.86.2,Stopped
48287828,ping,Ping test from Mexico to 43.152.54.100,Stopped
48287829,ping,IP Geolocation - 93.118.167.10,Stopped
48287833,ping,Active geolocation of 47.215.19.64/32,Stopped
48287984,ping,Ping test from Vietnam to 43.132.86.2,Stopped
48287985,ping,Ping test from Vietnam to 43.152.54.100,Stopped
48287986,ping,SG Ping measurement to 185.136.96.1,Stopped
48287988,ping,Ping test from Laos to 43.132.86.2,Stopped
48287989,ping,Ping test from Laos to 43.152.54.100,Stopped
48288038,ping,Ping test from Thailand to 43.132.86.2,Stopped
48288041,ping,AU Ping measurement to 185.136.96.1,Stopped
48288043,ping,Ping test from Thailand to 43.152.54.100,Stopped
48288044,ping,Active geolocation of 47.215.190.47/32,Stopped
48288048,ping,Ping test from Myanmar to 43.132.86.2,No suitable probes
48288049,ping,Ping test from Myanmar to 43.152.54.100,No suitable probes
48288051,ping,RU Ping measurement to 185.136.96.1,Stopped
48288052,ping,Ping test from Singapore to 43.132.86.2,Stopped
48288054,ping,Ping test from Singapore to 43.152.54.100,Stopped
48288090,ping,Ping test from Indonesia to 43.132.86.2,Stopped
48288091,ping,Ping test from Indonesia to 43.152.54.100,Stopped
48288092,ping,GB Ping measurement to 185.136.96.1,Stopped
48288094,ping,Ping test from Philippines to 43.132.86.2,Stopped
48288095,ping,Active geolocation of 47.215.191.202/32,Stopped
48288096,ping,Ping test from Philippines to 43.152.54.100,Stopped
48288210,ping,Ping test from Malaysia to 43.132.86.2,Stopped
48288242,ping,Ping test from Malaysia to 43.152.54.100,Stopped
48288249,ping,IT Ping measurement to 185.136.96.1,Stopped
48288250,ping,Ping test from Japan to 43.132.86.2,Stopped
48288251,ping,Ping test from Japan to 43.152.54.100,Stopped
48288253,ping,CH Ping measurement to 185.136.96.1,Stopped
48288254,ping,Ping test from South Korea to 43.132.86.2,Stopped
48288257,ping,Ping test from South Korea to 43.152.54.100,Stopped
48288290,ping,Active geolocation of 47.215.192.94/32,Stopped
48288410,ping,Ping test from Taiwan to 43.132.86.2,Stopped
48288411,ping,Ping test from Taiwan to 43.152.54.100,Stopped
48288412,ping,Ping measurement to ec2-3-20-0-0.us-east-2.compute.amazonaws.com,Stopped
48288413,ping,SE Ping measurement to 185.136.96.1,Stopped
48288415,ping,Ping test from HongKong to 43.132.86.2,Stopped
48288416,ping,Ping test from HongKong to 43.152.54.100,Stopped
48288438,ping,US Ping measurement to 45.83.248.1,Stopped
48288511,ping,From script for latency checks for Monitoring,Stopped
48288512,ping,From script for latency checks for Monitoring,Stopped
48288526,ping,Ping test from Kenya to 43.132.86.2,Stopped
48288568,ping,Ping test from Kenya to 43.152.54.100,Stopped
48288579,ping,UA Ping measurement to 185.136.96.1,Stopped
48288580,ping,Active geolocation of 47.215.193.249/32,Stopped
48288581,ping,Active geolocation of 112.196.188.109/32,Stopped
48288582,ping,Ping test from South Africa to 43.132.86.2,Stopped
48288584,ping,Ping test from South Africa to 43.152.54.100,Stopped
48288585,ping,BG Ping measurement to 45.83.248.1,Stopped
48288586,ping,Ping measurement to ec2-3-20-178-14.us-east-2.compute.amazonaws.com,Stopped
48288588,ping,Ping test from Australia to 43.132.86.2,Stopped
