
   id asn_v4 asn_v6 country     status     
61091      -      -         Never Connected
61092      -      -         Never Connected
61093  22652      -   ca     Disconnected  
61094      -      -         Never Connected
61095  26860      -   us     Disconnected  
61096      -      -         Never Connected
61097  17552      -   th       Connected   
61098   3215   3215   fr       Connected   
61099      -      -         Never Connected
61100      -      -         Never Connected
61101      -      -         Never Connected
61102      -      -         Never Connected
61103   3209   3209   de       Connected   
61104      -      -         Never Connected
61105      -      -         Never Connected
61106   9790      -   nz       Connected   
61107   2027      -   fr       Connected   
61108  24560      -   in       Connected   
61109  11426  11426   us       Connected   
61110      -      -         Never Connected
61111      -      -         Never Connected
61112 203877      -   rs       Connected   
61113  14593      -   us       Connected   
61114      -      -         Never Connected
61115   8473      -   se       Connected   
61116      -      -         Never Connected
61117      -      -         Never Connected
61118      -      -   in    Never Connected
61119      -      -         Never Connected
61120 201178      -   tr     Disconnected  
61121  14754      -   ni       Connected   
61122      -      -         Never Connected
61123      -      -         Never Connected
61124  43065  43065   se       Connected   
61125      -      -         Never Connected
61126      -      -         Never Connected
61127      -      -         Never Connected
61128  12400  12400   il       Connected   
61129      -      -         Never Connected
61130   3209      -   de       Connected   
61131      -      -         Never Connected
61132      -      -         Never Connected
61133      -      -         Never Connected
61134      -      -         Never Connected
61135   3215      -   fr       Connected   
61136 399242 399242   us       Connected   
61137      -      -         Never Connected
61138  21928  21928   us       Connected   
61139   2027      -   fr       Connected   
61140   4739      -   au     Disconnected  
61141      -      -         Never Connected
61142      -      -         Never Connected
61143      -      -         Never Connected
61144      -      -         Never Connected
61145  22646      -   us       Connected   
61146 131149      -   tw       Connected   
61147      -      -         Never Connected
61148  12793      -   at       Connected   
61149      -      -         Never Connected
61150      -      -         Never Connected
61151   3243   3243   pt       Connected   
61152      -      -         Never Connected
61153 198440      -   gb       Connected   
61154      -      -         Never Connected
61155      -      -         Never Connected
61156      -      -         Never Connected
61157      -      -         Never Connected
61158      -      -         Never Connected
61159   5089      -   gb       Connected   
61160   7922      -   us     Disconnected  
61161   3209      -   de       Connected   
61162      -      -         Never Connected
61163   3215   3215   fr       Connected   
61164  25310      -   gb       Connected   
61165      -      -         Never Connected
61166 397097      -   us       Connected   
61167  45754      -   ph       Connected   
61168      -      -         Never Connected
61169      -      -         Never Connected
61170  39232      -   az     Disconnected  
61171      -      -         Never Connected
61172      -      -         Never Connected
61173  20115      -   us       Connected   
61174  55850  55850   nz       Connected   
61175 264170 264170   br       Connected   
61176      -      -         Never Connected
61177   3320      -   de       Connected   
61178      -      -         Never Connected
61179      -      -         Never Connected
61180      -      -         Never Connected
61181  16342      -   pl       Connected   
61182  58007  58007   gb     Disconnected  
61183   8473      -   se       Connected   
61184      -      -         Never Connected
61185      -      -         Never Connected
61186      -      -         Never Connected
61187      -      -         Never Connected
61188   3215  62430   fr       Connected   
61189      -      -         Never Connected
61190      -      -         Never Connected
61191 210958 210958   cz       Connected   
61192      -      -         Never Connected
61193      -      -         Never Connected
61194      -      -         Never Connected
61195      -      -         Never Connected
61196   4788   4788   my       Connected   
61197  58698      -   au       Connected   
61198      -      -         Never Connected
61199      -      -         Never Connected
61200  38856  38856   tw       Connected   
61201  56882      -   es       Connected   
61202  51580      -   it       Connected   
61203   1136   1136   nl       Connected   
61204  24637      -   de       Connected   
61205      -      -         Never Connected
61206      -      -         Never Connected
61207      -      -         Never Connected
61208      -      -         Never Connected
61209   6730      -   ch       Connected   
61210  56089      -   nc       Connected   
61211      -      -         Never Connected
61212  12322  12322   fr       Connected   
61213   3209      -   de       Connected   
61214  24560  24560   in       Connected   
61215      -      -         Never Connected
61216      -      -         Never Connected
61217      -      -         Never Connected
61218  12709      -   mt       Connected   
61219      -      -         Never Connected
61220      -      -         Never Connected
61221      -      -         Never Connected
61222      -      -         Never Connected
61223  23674      -   pk       Connected   
61224  47377      -   be       Connected   
61225 134697 134697   au       Connected   
61226      -      -         Never Connected
61227      -      -         Never Connected
61228      -      -         Never Connected
61229   5617      -   pl       Connected   
61230   3352      -   es       Connected   
61231      -      -         Never Connected
61232  13999      -   mx       Connected   
61233 269820      -   ve       Connected   
61234      -      -         Never Connected
61235      -      -         Never Connected
61236      -      -         Never Connected
61237      -      -         Never Connected
61238      -      -         Never Connected
61239      -      -         Never Connected
61240      -      -         Never Connected
61241  14593      -   fr       Connected   
61242      -      -         Never Connected
61243   5410      -   fr       Connected   
61244      -      -         Never Connected
61245      -      -         Never Connected
61246  19331      -   us       Connected   
61247      -      -         Never Connected
61248   4764   4764   au       Connected   
61249  12496  12496   gb       Connected   
61250      -      -         Never Connected
61251      -      -         Never Connected
61252      -      -         Never Connected
61253      -      -         Never Connected
61254  56099      -   ph     Disconnected  
61255      -      -         Never Connected
61256      -      -         Never Connected
61257  15958      -   rs       Connected   
61258      -      -         Never Connected
61259   3320      -   de       Connected   
61260      -      -         Never Connected
61261   7922   7922   us       Abandoned   
61262  12392      -   be       Connected   
61263      -      -         Never Connected
61264 262159      -   bo       Connected   
61265      -      -         Never Connected
61266  42689      -   gb       Connected   
61267      -      -         Never Connected
61268   5466      -   ie       Connected   
61269  22070      -   us       Connected   
61270      -      -         Never Connected
61271   3320      -   de       Connected   
61272  13037      -   gb       Connected   
61273      -      -   au    Never Connected
61274   2527   2527   jp       Connected   
61275   9050      -   ro       Connected   
61276      -      -         Never Connected
61277  44395      -   am       Abandoned   
61278 133815      -   id     Disconnected  
61279      -      -         Never Connected
61280      -      -         Never Connected
61281   2856   2856   gb       Connected   
61282      -      -         Never Connected
61283  34779  34779   si       Connected   
61284  27901      -   cl       Connected   
61285      -      -         Never Connected
61286   3320      -   de       Connected   
61287  21928  21928   us     Disconnected  
61288 199636 199636   fr       Connected   
61289      -      -         Never Connected
61290      -      -         Never Connected
61291 199636 199636   fr       Connected   
61292  11776      -   us       Connected   
61293    701    701   us       Connected   
61294      -      -         Never Connected
61295  22561      -   us       Connected   
61296      -      -         Never Connected
61297      -      -         Never Connected
61298      -      -         Never Connected
61299   2027   2027   fr       Connected   
61300    701      -   us       Connected   
61301      - 212925   ie       Connected   
61302      -      -         Never Connected
61303      -      -         Never Connected
61304   3462   3462   tw       Connected   
61305  64134      -   do       Connected   
61306  15557  15557   fr       Connected   
61307      -      -         Never Connected
61308      -      -         Never Connected
61309   8881   8881   de       Connected   
61310      -      -         Never Connected
61311      -      -         Never Connected
61312      -      -         Never Connected
61313  21413  21413   de       Connected   
61314      -      -         Never Connected
61315      -      -         Never Connected
61316  13045  13045   de       Connected   
61317      -      -         Never Connected
61318   7922      -   us       Connected   
61319      -      -         Never Connected
61320      -      -         Never Connected
61321  15751  15751   ie       Connected   
61322      -      -         Never Connected
61323      -      -         Never Connected
61324  63311  63311   us       Connected   
61325 209424      -   dk       Connected   
61326      -      -         Never Connected
61327      -      -         Never Connected
61328  18126  18126   jp       Connected   
61329   9031      -   be     Disconnected  
61330      -      -         Never Connected
61331   1128   1103   nl       Connected   
61332  14754      -   ni     Disconnected  
61333      -      -         Never Connected
61334      -      -         Never Connected
61335      -      -         Never Connected
61336  13037      -   gb       Connected   
61337      -      -         Never Connected
61338      -      -         Never Connected
61339  12322  12322   fr       Connected   
61340  17552      -   th       Connected   
61341  49056      -   mk       Connected   
61342      -      -         Never Connected
61343      -      -         Never Connected
61344  16086  16086   fi       Connected   
61345  11492  21761   us       Connected   
61346 208687      -   gb     Disconnected  
61347      -      -         Never Connected
61348      -      -         Never Connected
61349      -      -         Never Connected
61350      -      -         Never Connected
61351      -      -         Never Connected
61352   7922      -   us       Connected   
61353   3209      -   de       Connected   
61354  23630      -   jp       Connected   
61355      -      -         Never Connected
61356      -      -         Never Connected
61357   3352      -   es       Connected   
61358  20001      -   us       Connected   
61359      -      -         Never Connected
61360  11427      -   us       Connected   
61361      -      -         Never Connected
61362      -      -         Never Connected
61363   3320   3320   de       Connected   
61364   5378      -   gb       Connected   
61365  14593      -   us     Disconnected  
61366  14593  14593   gb       Connected   
61367      -      -         Never Connected
61368      -      -         Never Connected
61369   7922      -   us     Disconnected  
61370 266489   6939   br     Disconnected  
61371   7713   7713   id       Connected   
61372   3215      -   fr       Connected   
61373  34572      -   fr       Connected   
61374      -      -         Never Connected
61375      -      -         Never Connected
61376   3209   3209   de       Connected   
61377      -      -         Never Connected
61378  12601      -   fr       Connected   
61379   8452      -   eg       Abandoned   
61380      -      -         Never Connected
61381      -      -         Never Connected
61382    701      -   us       Connected   
61383      -      -         Never Connected
61384      -      -         Never Connected
61385   3292 209424   dk       Connected   
61386   4007      -   np     Disconnected  
61387      -      -         Never Connected
61388  12496   6939   gb       Connected   
61389   3209   3209   de       Connected   
61390   3215   3215   fr     Disconnected  
61391   2519   2519   jp       Connected   
61392  22394      -   us     Disconnected  
61393   5432   5432   be     Disconnected  
61394      -      -         Never Connected
61395  38195      -   au       Connected   
61396  37611      -   za       Connected   
61397      -      -         Never Connected
61398  62141      -   fr       Connected   
61399      -      -         Never Connected
61400  60522      -   de       Connected   
61401  57388      -   al     Disconnected  
61402      -      -         Never Connected
61403      -      -         Never Connected
61404  35132  35132   no       Connected   
61405      -      -         Never Connected
61406      -      -         Never Connected
61407   7018   6939   us       Connected   
61408      -      -         Never Connected
61409      -      -         Never Connected
61410    209      -   us       Connected   
61411      -      -         Never Connected
61412      -      -         Never Connected
61413      -      -         Never Connected
61414      -      -         Never Connected
61415      -      -         Never Connected
61416  12322  12322   fr       Connected   
61417 328825      -   ng       Connected   
61418      -      -   ch    Never Connected
61419      -      -         Never Connected
61420      -      -         Never Connected
61421  32953      -   us       Connected   
61422      -      -         Never Connected
61423 393552      -   us       Connected   
61424  55392  55392   jp       Connected   
61425  21826      -   ve       Connected   
61426  15557  15557   fr       Connected   
61427      -   3320   de     Disconnected  
61428    577      -   ca       Connected   
61429  63770  63770   jp     Disconnected  
61430      -      -         Never Connected
61431  18126  18126   jp       Connected   
61432  33915  33915   nl       Connected   
61433      -      -         Never Connected
61434      -      -         Never Connected
61435    577      -   ca       Connected   
61436 329030 329030   sd     Disconnected  
61437  24889      -   ch       Connected   
61438      -      -         Never Connected
61439      -      -         Never Connected
61440      -      -         Never Connected
61441      -      -         Never Connected
61442      -      -         Never Connected
61443  35540  35540   fr       Connected   
61444      -      -         Never Connected
61445      -      -         Never Connected
61446      -      -         Never Connected
61447  11426  11426   us     Disconnected  
61448   9031      -   be       Connected   
61449   7922 200182   us     Disconnected  
61450      -      -         Never Connected
61451   8412   8412   at       Connected   
61452   1926      -   fi       Connected   
61453  37239      -   za       Connected   
61454  12353  12353   pt       Connected   
61455      -      -         Never Connected
61456   3352      -   es       Connected   
61457      -      -         Never Connected
61458   3215   3215   fr       Connected   
61459      -      -         Never Connected
61460      -      -         Never Connected
61461      -      -         Never Connected
61462      -      -         Never Connected
61463      -      -         Never Connected
61464  47524      -   tr     Disconnected  
61465  21928  21928   us       Connected   
61466   6848   6848   be       Connected   
61467   7018      -   us     Disconnected  
61468      -      -         Never Connected
61469   9930      -   my       Connected   
61470      -      -         Never Connected
61471      -      -         Never Connected
61472      -      -         Never Connected
61473      -      -         Never Connected
61474      -      -         Never Connected
61475      -      -         Never Connected
61476   6739      -   es       Connected   
61477      -      -         Never Connected
61478      -      -         Never Connected
61479      -      -         Never Connected
61480      -      -         Never Connected
61481   2588      -   lv       Connected   
61482      -      -         Never Connected
61483    701      -   us       Connected   
61484   7922      -   us       Abandoned   
61485      -      -         Never Connected
61486      -      -         Never Connected
61487      -      -         Never Connected
61488  12353      -   pt     Disconnected  
61489      -      -         Never Connected
61490      -      -         Never Connected
61491  20880      -   de       Connected   
61492  59103  59103   jp       Connected   
61493   3209 213342   de     Disconnected  
61494      -      -         Never Connected
61495      -      -         Never Connected
61496  18106      -   sg       Connected   
61497      -      -         Never Connected
61498  14593      -   es     Disconnected  
61499      -      -         Never Connected
61501  21928  21928   us       Connected   
61502      -      -         Never Connected
61503      -      -         Never Connected
61504 139623      -   au       Connected   
61505      -      -   mu    Never Connected
61506      -      -         Never Connected
61507   3209      -   de       Connected   
61508      -      -         Never Connected
61509   5466   5466   ie       Connected   
61510    719      -   fi       Connected   
61511      -      -   si    Never Connected
61512  37002      -   re     Disconnected  
61513  43205      -   bg       Connected   
61514   1136   1136   nl       Connected   
61515      -      -         Never Connected
61516      -      -         Never Connected
61517   8447      -   at       Abandoned   
61518      -      -         Never Connected
61519  39356      -   gb     Disconnected  
61520  31543  31543   at       Connected   
61521      -      -   it    Never Connected
61522  56478  56478   gb       Connected   
61523  37002      -   re     Disconnected  
61524      -      -         Never Connected
61525      -      -         Never Connected
61526      -  55836   in       Connected   
61527  12392      -   be     Disconnected  
61528   3737      -   us       Connected   
61529   5466   5466   ie       Connected   
61530   8767   8767   de       Abandoned   
61531  12479      -   es       Connected   
61532  14593      -   us     Disconnected  
61533      -      -         Never Connected
61534  37705      -   tn       Abandoned   
61535      -      -         Never Connected
61536      -      -         Never Connected
61537  14593      -   us       Connected   
61538  29314      -   pl       Connected   
61539  12252      -   pe       Connected   
61540      -      -         Never Connected
61541      -      -         Never Connected
61542      -      -         Never Connected
61543    553    553   de       Connected   
61544 197500      -   fr       Connected   
61545  47689  47689   us       Connected   
61546      -      -         Never Connected
61547   3352      -   es       Connected   
61548      -      -         Never Connected
61549   3320   3320   de     Disconnected  
61550  13303      -   rs       Connected   
61551      -      -         Never Connected
61552  37090      -   bj     Disconnected  
61553   4837   4837   cn       Connected   
61554      -      -         Never Connected
61555  11427      -   us       Connected   
61556      -      -         Never Connected
61557      -      -         Never Connected
61558  17451  17451   id     Disconnected  
61559      -      -         Never Connected
61560      -      -         Never Connected
61561   7545      -   au       Connected   
61562      -      -         Never Connected
61563      -      -         Never Connected
61564      -      -         Never Connected
61565      -      -         Never Connected
61566      -      -         Never Connected
61567      -      -         Never Connected
61568  41670      -   cz       Connected   
61569      -      -         Never Connected
61570      -      -         Never Connected
61571   9299      -   ph     Disconnected  
61572      -      -         Never Connected
61573   6799   6799   gr       Abandoned   
61574      -      -         Never Connected
61575      -      -         Never Connected
61576      -      -   pl    Never Connected
61577      -      -         Never Connected
61578      -      -         Never Connected
61579      -      -         Never Connected
61580   3462      -   tw       Connected   
61581      -      -         Never Connected
61582      -      -   my    Never Connected
61583      -      -         Never Connected
61584  35540      -   fr       Connected   
61585      -      -   ba    Never Connected
61586      -      -         Never Connected
61587      -      -         Never Connected
61588  13855      -   us       Connected   
61589      -      -         Never Connected
61590      -      -         Never Connected
61591      -      -         Never Connected
61592   7922      -   us     Disconnected  
61593   3320   3320   de       Connected   
61594  48863   6939   no       Connected   
61595   3215   3215   fr       Connected   
61596      -      -         Never Connected
61597      -      -         Never Connected
61598   3215   3215   fr       Connected   
61599  27742      -            Abandoned   
61600      -      -   us    Never Connected
61601      -      -         Never Connected
61602  14593      -   us       Connected   
61603      -      -         Never Connected
61604  35540      -   fr       Connected   
61605  47914      -   ru       Abandoned   
61606  15547      -   ch       Connected   
61607      -      -         Never Connected
61608  46690      -   us       Connected   
61609      -      -         Never Connected
61610  28343  28343   br     Disconnected  
61611      -      -   ph    Never Connected
61612      -      -         Never Connected
61613 213281 213281   de       Connected   
61614   8412  39912   at       Connected   
61615   3462   3462   tw       Connected   
61616  20845      -   hu       Connected   
61617 269829      -   ve       Connected   
61618      -      -   gb    Never Connected
61619   8708   6939   ro       Connected   
61620      -      -         Never Connected
61621      -      -         Never Connected
61622      -      -         Never Connected
61623 134823      -   tw     Disconnected  
61624   7922   7922   us     Disconnected  
61625      -      -         Never Connected
61626      -      -         Never Connected
61627      -      -         Never Connected
61628      -      -         Never Connected
61629      -      -         Never Connected
61630   6830      -   ie       Connected   
61631      -      -         Never Connected
61632      -      -         Never Connected
61633      -      -         Never Connected
61634      -      -         Never Connected
61635      -      -         Never Connected
61636      -      -         Never Connected
61637      -      -         Never Connected
61638   7018      -   us       Connected   
61639      -      -         Never Connected
61640      -      -         Never Connected
61641   6730      -   ch       Connected   
61642      -      -         Never Connected
61643      -      -   nl    Never Connected
61644   6848   6848   be       Connected   
61645      -      -         Never Connected
61646  57269  57269   es       Connected   
61647      -      -         Never Connected
61648 132199      -   ph       Connected   
61649      -      -         Never Connected
61650   6848      -   be       Connected   
61651   6167      -   us       Connected   
61652      -      -         Never Connected
61653      -      -         Never Connected
61654   4775      -   ph       Connected   
61655 204281      -   bg       Connected   
61656      -      -         Never Connected
61657      -      -         Never Connected
61658  57265  57265   be     Disconnected  
61659      -      -         Never Connected
61660   6739      -   es       Abandoned   
61661      -      -         Never Connected
61662  42369  42369   fr       Connected   
61663 201838 201838   gb     Disconnected  
61664      -      -         Never Connected
61665      -      -   fr    Never Connected
61666 328594 328594   td       Connected   
61667      -      -         Never Connected
61668   7018      -   us       Connected   
61669  30985      -   ml       Connected   
61670   3215      -   fr       Abandoned   
61671      -      -         Never Connected
61672      -      -         Never Connected
61673      -      -         Never Connected
61674  57815      -   ro       Connected   
61675      -      -         Never Connected
61676      -      -         Never Connected
61677  27364      -   us       Connected   
61678  11172      -   mx       Connected   
61679   3215   3215   fr       Connected   
61680      -      -         Never Connected
61681      -      -         Never Connected
61682 200599 200599   de       Connected   
61683      -      -         Never Connected
61684      -      -   ve    Never Connected
61685      -      -         Never Connected
61686      -      -         Never Connected
61687      -      -   tr    Never Connected
61688      -      -         Never Connected
61689 133612      -   au       Connected   
61690  15366      -   de       Connected   
61691      -      -         Never Connected
61692      -      -         Never Connected
61693      -      -         Never Connected
61694      -      -         Never Connected
61695  37721      -   bf       Connected   
61696      -      -         Never Connected
61697      -      -         Never Connected
61698      -      -         Never Connected
61699      -      -         Never Connected
61700  55391  55391   jp     Disconnected  
61701      -      -         Never Connected
61702      -      -         Never Connected
61703      -      -         Never Connected
61704   7922      -   us       Connected   
61705      -      -         Never Connected
61706      -      -         Never Connected
61707      -      -         Never Connected
61708      -      -         Never Connected
61709  13030      -   ch       Connected   
61710      -      -         Never Connected
61711 206912      -   cy       Connected   
61712      -      -         Never Connected
61713      -      -         Never Connected
61714      -      -         Never Connected
61715      -      -         Never Connected
61716      -      -         Never Connected
61717  37717      -   tn       Connected   
61718   3303   3303   ch       Connected   
61719   3352      -   es       Connected   
61720   3215   3215   fr       Connected   
61721      -      -         Never Connected
61722      -      -         Never Connected
61723      -      -         Never Connected
61724  12355   6805   de       Connected   
61725      -      -         Never Connected
61726      -      -         Never Connected
61727      -      -         Never Connected
61728      -      -         Never Connected
61729      -      -         Never Connected
61730      -      -         Never Connected
61731  14593      -   us       Connected   
61732  49581      -   nl       Connected   
61733      -      -         Never Connected
61734      -      -         Never Connected
61735   3215      -   fr       Connected   
61736  33915  33915   nl       Abandoned   
61737      -      -         Never Connected
61738      -      -         Never Connected
61739  11351  11351   us       Connected   
61740      -      -         Never Connected
61741      -      -   us    Never Connected
61742 262732 262732   br       Connected   
61743      -      -         Never Connected
61744      -      -         Never Connected
61745      -      -         Never Connected
61746      -      -         Never Connected
61747      -      -         Never Connected
61748 208327 208327   dk       Connected   
61749      -      -         Never Connected
61750      -      -         Never Connected
61751      -      -         Never Connected
61752 197335      -   nl     Disconnected  
61753      -      -         Never Connected
61754      -      -         Never Connected
61755      -      -         Never Connected
61756      -      -         Never Connected
61757      -      -         Never Connected
61758  15704      -   es       Connected   
61759  50266      -   nl       Connected   
61760   6848   6848   be       Connected   
61761      -      -         Never Connected
61762      -      -         Never Connected
61763      -      -   us    Never Connected
61764  49703  49703   lu     Disconnected  
61766      -      -         Never Connected
61767 141681      -   mn     Disconnected  
61768   4922      -   us       Connected   
61769      -      -         Never Connected
61770  12322  12322   fr       Connected   
61771      -      -         Never Connected
61772      -      -         Never Connected
61773      -      -         Never Connected
61774      -      -         Never Connected
61775      -      -         Never Connected
61776   3320   3320   de       Connected   
61777      -      -         Never Connected
61778      -      -         Never Connected
61779      -      -         Never Connected
61780  14593      -   us       Connected   
61781      -      -         Never Connected
61782      -      -         Never Connected
61783      -      -         Never Connected
61784      -      -         Never Connected
61785  21928  21928   us       Connected   
61786  24560      -   in       Connected   
61787      -      -         Never Connected
61788      -      -         Never Connected
61789  16178      -   ba       Connected   
61790  42555   6939   bg       Connected   
61791 141082      -   id       Connected   
61792   5410   5410   fr     Disconnected  
61793      -      -         Never Connected
61794      -      -         Never Connected
61795    812      -   ca       Connected   
61796  12322      -   fr       Connected   
61797      -      -         Never Connected
61798      -      -         Never Connected
61799      -      -         Never Connected
61800   7922   7922   us       Connected   
61801    701      -   us       Connected   
61802  20115      -   us       Connected   
61803      -      -         Never Connected
61804      -      -         Never Connected
61805    577      -   ca       Connected   
61806      -      -         Never Connected
61807      -      -         Never Connected
61808      -      -         Never Connected
61809      -      -         Never Connected
61810  12322  12322   fr       Connected   
61811  62336      -   de       Connected   
61812    852      -   ca       Connected   
61813      -      -         Never Connected
61814      -      -   ch    Never Connected
61815      -      -         Never Connected
61816   6167      -   us     Disconnected  
61817    701    701   us       Connected   
61818      -      -         Never Connected
61819 204151 204151   dk       Connected   
61820   5769      -   ca       Connected   
61821  13189      -   se     Disconnected  
61822  12322  12322   fr       Connected   
61823      -      -         Never Connected
61824      -      -         Never Connected
61825      -      -         Never Connected
61826   7545      -   au       Connected   
61827 134697 134697   au     Disconnected  
61828      -      -         Never Connected
61829  25543      -   bf       Connected   
61830   7418      -   cl       Connected   
61831      -      -         Never Connected
61832      -      -         Never Connected
61833      -      -         Never Connected
61834   7018      -   us       Connected   
61835      -      -         Never Connected
61836      -      -         Never Connected
61837      -      -         Never Connected
61838      -      -         Never Connected
61839      -      -         Never Connected
61840      -      -         Never Connected
61841  42405      -   ro       Connected   
61842      -      -   dk    Never Connected
61843      -      -         Never Connected
61844   4764   4764   au       Connected   
61845  42729      -   at       Connected   
61846   7018      -   us       Connected   
61847   1136   1136   nl       Connected   
61848 134026      -   in       Connected   
61849  16086  16086   fi       Connected   
61850      -      -         Never Connected
61851   7545      -   au     Disconnected  
61852  55836  55836   in       Connected   
61853      -      -         Never Connected
61854      -      -         Never Connected
61855   6739      -   es       Connected   
61856      -      -         Never Connected
61857      -      -         Never Connected
61858      -      -         Never Connected
61859      -      -         Never Connected
61860      -      -         Never Connected
61861   8680      -   gg       Connected   
61862      -      -         Never Connected
61863  25019  25019   sa       Connected   
61864      -      -         Never Connected
61865   9031      -   be       Connected   
61866  11426  11426   us       Connected   
61867      -      -         Never Connected
61868  20057      -   us       Connected   
61869   7922      -   us       Connected   
61870      -      -         Never Connected
61871      -      -         Never Connected
61872  17882  17882   mn       Connected   
61873   8151      -   mx       Connected   
61874      -      -   me    Never Connected
61875      -      -         Never Connected
61876      -      -         Never Connected
61877   4922      -   us       Abandoned   
61878  14593  14593   gb       Connected   
61879  22773  22773   us       Connected   
61880   8708      -   ro       Connected   
61881      -      -         Never Connected
61882      -      -         Never Connected
61883      -      -         Never Connected
61884      -      -         Never Connected
61885    812    812   ca       Connected   
61886  20055  20055   us       Connected   
61887      -      -         Never Connected
61888      -      -         Never Connected
61889   4134      -   cn       Connected   
61890      -      -         Never Connected
61891   7922   7922   us       Connected   
61892      -      -         Never Connected
61893      -      -         Never Connected
61894      -      -         Never Connected
61895   4760      -   hk       Connected   
61896      -      -         Never Connected
61897      -  27651   cl       Connected   
61898      -      -         Never Connected
61899  14593      -   us       Connected   
61900    701    701   us       Connected   
61901  33363  33363   us       Connected   
61902  37721      -   bf       Connected   
61903  10143  10143   au       Connected   
61904  10219      -   mn     Disconnected  
61905      -      -         Never Connected
61906      -      -         Never Connected
61907      -      -         Never Connected
61908   9916      -   tw       Connected   
61909      -      -         Never Connected
61910   3243   3243   pt       Connected   
61911   3209 205183   de       Connected   
61912      -      -         Never Connected
61913      -      -         Never Connected
61914      -      -         Never Connected
61915    209      -   us       Connected   
61916      -      -         Never Connected
61917      -      -         Never Connected
61918  21277      -   iq       Connected   
61919      -      -         Never Connected
61920      -      -         Never Connected
61921      -      -         Never Connected
61922      -      -         Never Connected
61923   3320   3320   de       Connected   
61924      -      -         Never Connected
61925      -      -         Never Connected
61926  10139      -   ph       Connected   
61927      -      -         Never Connected
61928      -      -         Never Connected
61929      -      -         Never Connected
61930      -      -         Never Connected
61931 199927      -   nl       Connected   
61932      -      -         Never Connected
61933      -      -         Never Connected
61934 199775      -   gb       Connected   
61935   1136      -   nl       Connected   
61936  34224      -   bg       Abandoned   
61937  13285      -   gb       Connected   
61938  30640      -   us       Connected   
61939   4764      -   au       Connected   
61940      -      -         Never Connected
61941  64315      -   id     Disconnected  
61942   5089      -   gb       Connected   
61943      -      -         Never Connected
61944      -      -         Never Connected
61945  37002      -   re     Disconnected  
61946 265594 265594   mx     Disconnected  
61947      -      -         Never Connected
61948 149058 149058   bd       Connected   
61949 212655      -   gb       Connected   
61950      -      -         Never Connected
61951      -      -         Never Connected
61952      -      -         Never Connected
61953      -      -         Never Connected
61954      -      -         Never Connected
61955   8881      -   de       Connected   
61956  62350      -   ro       Connected   
61957      -      -         Never Connected
61958      -      -         Never Connected
61959      -      -         Never Connected
61960      -      -         Never Connected
61961   4764   4764   au       Connected   
61962  33363  33363   us       Abandoned   
61963      -      -         Never Connected
61964      -      -         Never Connected
61965      -      -         Never Connected
61966      -      -         Never Connected
61968  14593      -   us       Abandoned   
61969      -      -         Never Connected
61970    701    701   us       Connected   
61971      -      -         Never Connected
61972      -      -   ve    Never Connected
61973      -      -         Never Connected
61974      -      -         Never Connected
61975   9829      -   in     Disconnected  
61976  35540      -   fr       Connected   
61977  50620      -   fr       Connected   
61978      -      -         Never Connected
61979      -      -         Never Connected
61980      -      -         Never Connected
61981      -      -         Never Connected
61982      -      -         Never Connected
61983  34863      -   fr       Connected   
61984      -      -         Never Connected
61985   3215   3215   fr       Connected   
61986      -      -         Never Connected
61987      -      -         Never Connected
61988  13030      -   ch       Connected   
61989      -      -         Never Connected
61990      -      -         Never Connected
61991  12390   6939   gb       Connected   
61992   3333   3333   nl     Disconnected  
61993      -      -         Never Connected
61994  41998  41998   de       Connected   
61995      -      -         Never Connected
61996  38195      -   au       Connected   
61997      -      -         Never Connected
61998   6568   6568   bo       Connected   
61999      -      -         Never Connected
62000   3320      -   de       Connected   
62001      -      -         Never Connected
62002  16202  16202   de       Connected   
62003      -      -         Never Connected
62004      -      -         Never Connected
62005  35548  35548   de       Connected   
62006      -      -         Never Connected
62007      -      -         Never Connected
62008   3215   3215   re       Connected   
62009      -      -         Never Connected
62010      -      -         Never Connected
62011      -      -         Never Connected
62012  56478  56478   gb       Connected   
62013      -      -         Never Connected
62014      -      -         Never Connected
62015  15557      -   fr       Connected   
62016      -      -         Never Connected
62017      -      -         Never Connected
62018      -      -   gu    Never Connected
62019      -      -         Never Connected
62020   5432   5432   be     Disconnected  
62021      -      -         Never Connected
62022  37002      -   re       Connected   
62023  32867      -   us     Disconnected  
62024  12741      -   pl       Connected   
62025    701      -   us       Connected   
62026      -      -         Never Connected
62027      -      -         Never Connected
62028      -      -         Never Connected
62029      -      -         Never Connected
62030      -      -         Never Connected
62031   3320   3320   de       Connected   
62032      -      -         Never Connected
62033   4808      -   cn       Connected   
62034   7018      -   us       Connected   
62035  18002      -   in       Connected   
62036      -      -         Never Connected
62037    701  23428   us       Connected   
62038   7341      -   us       Connected   
62039      -      -         Never Connected
62040      -      -         Never Connected
62041      -      -         Never Connected
62042      -      -         Never Connected
62043      -      -         Never Connected
62044  35432      -   cy     Disconnected  
62045   7922   7922   us       Connected   
62046 139759      -   fm       Connected   
62047   3320      -   de       Connected   
62048      -      -         Never Connected
62049      -      -         Never Connected
62050   8151   8151   mx       Abandoned   
62051      -      -         Never Connected
62052      -      -         Never Connected
62053      -      -         Never Connected
62054  36924  36924   bf       Connected   
62055   9145      -   de       Connected   
62056      -      -         Never Connected
62057      -      -         Never Connected
62058    577      -   ca       Connected   
